detector-Id,latitude,longitude,detector-type,lane-id,lane-name
DMDS40 - I-235 WB @ Keo Way,41596091,-93636702,Microwave Radar,3,DMDS40-WB RL
DMDS87 - I-235 EB Off Ramp @ I-8,41648864,-93574838,Microwave Radar,1,DMDS87-EB EX to EB
DMDS10 - I-235 WB @ University A,41597440,-93592438,Microwave Radar,1,DMDS10-WB LL
DMDS10 - I-235 WB @ University A,41597440,-93592438,Microwave Radar,2,DMDS10-WB CL
DMDS10 - I-235 WB @ University A,41597440,-93592438,Microwave Radar,3,DMDS10-WB RL
DMDS16 - I-235 EB On Ramp @ from,41595781,-93630342,Microwave Radar,1,DMDS16-EB EN
DMDS88 - I-80/35 EB @ Morningsta,41650001,-93652785,Microwave Radar,2,DMDS88-EB CL
DMDS88 - I-80/35 EB @ Morningsta,41650001,-93652785,Microwave Radar,1,DMDS88-EB LL
DMDS88 - I-80/35 EB @ Morningsta,41650001,-93652785,Microwave Radar,3,DMDS88-EB RL
DMDS95 - I-80/35 EB @ IA 141,41649247,-93773139,Microwave Radar,2,DMDS95-EB CL
DMDS95 - I-80/35 EB @ IA 141,41649247,-93773139,Microwave Radar,1,DMDS95-EB LL
DMDS95 - I-80/35 EB @ IA 141,41649247,-93773139,Microwave Radar,3,DMDS95-EB RL
DMDS95 - I-80/35 EB Off Ramp @ I,41649247,-93773139,Microwave Radar,1,DMDS95-EB EX
DMDS95 - I-80/35 WB @ IA 141,41649247,-93773139,Microwave Radar,2,DMDS95-WB CL
DMDS95 - I-80/35 WB @ IA 141,41649247,-93773139,Microwave Radar,1,DMDS95-WB LL
DMDS95 - I-80/35 WB @ IA 141,41649247,-93773139,Microwave Radar,3,DMDS95-WB RL
DMDS95 - I-80/35 WB On Ramp @ IA,41649247,-93773139,Microwave Radar,1,DMDS95-WB EN
DMDS96 - I-80/35 EB @ Douglas Av,41635017,-93777267,Microwave Radar,2,DMDS96-EB CL
DMDS96 - I-80/35 EB @ Douglas Av,41635017,-93777267,Microwave Radar,1,DMDS96-EB LL
DMDS96 - I-80/35 EB @ Douglas Av,41635017,-93777267,Microwave Radar,3,DMDS96-EB RL
DMDS96 - I-80/35 EB On Ramp @ Do,41635017,-93777267,Microwave Radar,1,DMDS96-EB EN
DMDS96 - I-80/35 WB @ Douglas Av,41635017,-93777267,Microwave Radar,2,DMDS96-WB CL
DMDS96 - I-80/35 WB @ Douglas Av,41635017,-93777267,Microwave Radar,1,DMDS96-WB LL
DMDS96 - I-80/35 WB @ Douglas Av,41635017,-93777267,Microwave Radar,3,DMDS96-WB RL
DMDS97 - I-80/35 EB @ University,41600175,-93776720,Microwave Radar,1,DMDS97-EB LL
DMDS97 - I-80/35 EB @ University,41600175,-93776720,Microwave Radar,2,DMDS97-EB RL
DMDS97 - I-80/35 EB On Ramp @ fr,41600189,-93776921,Microwave Radar,1,DMDS97-EB EN LL
DMDS97 - I-80/35 EB On Ramp @ fr,41600189,-93776921,Microwave Radar,2,DMDS97-EB EN RL
DMDS97 - I-80/35 WB @ University,41600189,-93776921,Microwave Radar,1,DMDS97-WB LL
DMDS97 - I-80/35 WB @ University,41600189,-93776921,Microwave Radar,2,DMDS97-WB CL
DMDS97 - I-80/35 WB @ University,41600189,-93776921,Microwave Radar,3,DMDS97-WB RL
DMDS97 - I-80/35 WB On Ramp @ Un,41600189,-93776921,Microwave Radar,1,DMDS97-WB EN
DMDS98 - I-35 SB @ Raccoon River,41532056,-93773678,Microwave Radar,1,DMDS98-SB LL
DMDS98 - I-35 SB @ Raccoon River,41532056,-93773678,Microwave Radar,3,DMDS98-SB RL
DMDS98 - I-35 SB @ Raccoon River,41532056,-93773678,Microwave Radar,2,DMDS98-SB CL
DMDS98 - I-35 SB Off Ramp @ IA 5,41532056,-93773678,Microwave Radar,1,DMDS98-SB EX
DMDS98 - I-35 NB @ Raccoon River,41532056,-93773678,Microwave Radar,1,DMDS98-NB LL
DMDS98 - I-35 NB @ Raccoon River,41532056,-93773678,Microwave Radar,3,DMDS98-NB RL
DMDS98 - I-35 NB @ Raccoon River,41532056,-93773678,Microwave Radar,2,DMDS98-NB CL
DMDS98 - I-35 NB Off Ramp @ Gran,41532056,-93773678,Microwave Radar,1,DMDS98-NB EX
DMDS89 - I-80/35 WB @ Des Moines,41651003,-93667928,Microwave Radar,2,DMDS89-WB CL
DMDS89 - I-80/35 WB @ Des Moines,41651003,-93667928,Microwave Radar,1,DMDS89-WB LL
DMDS89 - I-80/35 WB @ Des Moines,41651003,-93667928,Microwave Radar,3,DMDS89-WB RL
DMDS89 - I-80/35 EB @ Des Moines,41651003,-93667928,Microwave Radar,2,DMDS89-EB CL
DMDS89 - I-80/35 EB @ Des Moines,41651003,-93667928,Microwave Radar,1,DMDS89-EB LL
DMDS89 - I-80/35 EB @ Des Moines,41651003,-93667928,Microwave Radar,3,DMDS89-EB RL
DMDS90 - I-80/35 EB @ NW Beaver ,41651547,-93680161,Microwave Radar,2,DMDS90-EB CL
DMDS90 - I-80/35 EB @ NW Beaver ,41651547,-93680161,Microwave Radar,1,DMDS90-EB LL
DMDS90 - I-80/35 EB @ NW Beaver ,41651547,-93680161,Microwave Radar,3,DMDS90-EB RL
DMDS88 - I-80/35 WB @ Morningsta,41650001,-93652785,Microwave Radar,1,DMDS88-WB LL
DMDS88 - I-80/35 WB @ Morningsta,41650001,-93652785,Microwave Radar,3,DMDS88-WB RL
DMDS88 - I-80/35 WB @ Morningsta,41650001,-93652785,Microwave Radar,2,DMDS88-WB CL
DMDS90 - I-80/35 WB @ NW Beaver ,41651547,-93680161,Microwave Radar,2,DMDS90-WB CL
DMDS90 - I-80/35 WB @ NW Beaver ,41651547,-93680161,Microwave Radar,1,DMDS90-WB LL
DMDS90 - I-80/35 WB @ NW Beaver ,41651547,-93680161,Microwave Radar,3,DMDS90-WB RL
DMDS91 - I-80/35 EB @ Merle Hay ,41651992,-93688825,Microwave Radar,3,DMDS91-EB RL
DMDS91 - I-80/35 EB @ Merle Hay ,41651992,-93688825,Microwave Radar,1,DMDS91-EB LL
DMDS91 - I-80/35 EB @ Merle Hay ,41651992,-93688825,Microwave Radar,2,DMDS91-EB CL
DMDS91 - I-80/35 EB On Ramp @ Me,41651992,-93688825,Microwave Radar,1,DMDS91-EB EN
DMDS91 - I-80/35 WB @ Merle Hay ,41651992,-93688825,Microwave Radar,1,DMDS91-WB LL
DMDS91 - I-80/35 WB @ Merle Hay ,41651992,-93688825,Microwave Radar,3,DMDS91-WB RL
DMDS91 - I-80/35 WB @ Merle Hay ,41651992,-93688825,Microwave Radar,2,DMDS91-WB CL
DMDS91 - I-80/35 WB Off Ramp @ M,41651992,-93688825,Microwave Radar,1,DMDS91-WB EX
DMDS92 - I-80/35 EB @ 72nd St,41652592,-93717342,Microwave Radar,2,DMDS92-EB CL
DMDS92 - I-80/35 EB @ 72nd St,41652592,-93717342,Microwave Radar,1,DMDS92-EB LL
DMDS92 - I-80/35 EB @ 72nd St,41652592,-93717342,Microwave Radar,3,DMDS92-EB RL
DMDS92 - I-80/35 WB @ 72nd St,41652592,-93717342,Microwave Radar,2,DMDS92-WB CL
DMDS92 - I-80/35 WB @ 72nd St,41652592,-93717342,Microwave Radar,1,DMDS92-WB LL
DMDS92 - I-80/35 WB @ 72nd St,41652592,-93717342,Microwave Radar,3,DMDS92-WB RL
DMDS93 - I-80/35 EB @ 86th St NB,41652639,-93728400,Microwave Radar,2,DMDS93-EB CL
DMDS93 - I-80/35 EB @ 86th St NB,41652639,-93728400,Microwave Radar,1,DMDS93-EB LL
DMDS93 - I-80/35 EB @ 86th St NB,41652639,-93728400,Microwave Radar,3,DMDS93-EB RL
DMDS93 - I-80/35 WB @ 86th St Of,41652639,-93728400,Microwave Radar,3,DMDS93-WB RL
DMDS93 - I-80/35 WB @ 86th St Of,41652639,-93728400,Microwave Radar,1,DMDS93-WB LL
DMDS93 - I-80/35 WB @ 86th St Of,41652639,-93728400,Microwave Radar,2,DMDS93-WB CL
DMDS93 - I-80/35 WB Off Ramp @ 8,41652639,-93728400,Microwave Radar,1,DMDS93-WB EX
DMDS99 - I-80 EB Off Ramp @ I-35,41590171,-93780379,Microwave Radar,1,DMDS99-EB EX
DMDS99 - I-80 EB @ I-35 SB Off R,41590381,-93780190,Microwave Radar,1,DMDS99-EB LL
DMDS99 - I-80 EB @ I-35 SB Off R,41590381,-93780190,Microwave Radar,2,DMDS99-EB RL
DMDS100 - I-80 EB @ West MixMast,41592632,-93773129,Microwave Radar,1,DMDS100-EB LL
DMDS100 - I-80 EB @ West MixMast,41592632,-93773129,Microwave Radar,2,DMDS100-EB RL
DMDS17 - I-235 EB Off Ramp @ to ,41596084,-93636692,Microwave Radar,1,DMDS17-EB EX
DMDS49 - US 65 SB @ North of Arm,41543531,-93515462,Microwave Radar,2,DMDS49-SB RL
DMDS49 - US 65 SB @ North of Arm,41543531,-93515462,Microwave Radar,1,DMDS49-SB LL
DMDS49 - US 65 NB @ North of Arm,41543467,-93515144,Microwave Radar,2,DMDS49-NB RL
DMDS49 - US 65 NB @ North of Arm,41543467,-93515144,Microwave Radar,1,DMDS49-NB LL
DMDS101 - I-80 EB @ 34th Ave,41661952,-93503250,Microwave Radar,3,DMDS101-EB RL
DMDS101 - I-80 EB @ 34th Ave,41661952,-93503250,Microwave Radar,2,DMDS101-EB CL
DMDS101 - I-80 EB @ 34th Ave,41661952,-93503250,Microwave Radar,1,DMDS101-EB LL
DMDS101 - I-80 WB @ 34th Ave,41662118,-93503255,Microwave Radar,1,DMDS101-WB LL
DMDS101 - I-80 WB @ 34th Ave,41662118,-93503255,Microwave Radar,3,DMDS101-WB RL
DMDS101 - I-80 WB @ 34th Ave,41662118,-93503255,Microwave Radar,2,DMDS101-WB CL
DMDS101 - I-80 EB Off Ramp @ Hub,41661854,-93503251,Microwave Radar,2,DMDS101-EB EX RL
DMDS101 - I-80 EB Off Ramp @ Hub,41661854,-93503251,Microwave Radar,1,DMDS101-EB EX LL
DMDS78 - I-80 EB Off Ramp @ 1st ,41662284,-93478030,Microwave Radar,1,DMDS78-EB EX
DMDS77 - I-80 WB On Ramp @ Hubbe,41662458,-93493637,Microwave Radar,1,DMDS77-WB EN
DMDS11 - I-235 WB Off Ramp @ to ,41595519,-93603631,Microwave Radar,1,DMDS11-WB EX
DMDS12 - I-235 EB On Ramp @ from,41594581,-93605972,Microwave Radar,1,DMDS12-EB EN
DMDS87 - I-235 EB Off Ramp @ I-8,41648940,-93575120,Microwave Radar,1,DMDS87-EB EX to WB
DMDS13 - I-235 WB Off Ramp @ to ,41595555,-93613650,Microwave Radar,1,DMDS13-WB EX
DMDS14 - I-235 EB Off Ramp @ to ,41595210,-93613625,Microwave Radar,1,DMDS14-EB EX to E 14th St
DMDS20 - I-235 WB On Ramp @ 31st,41593407,-93665644,Microwave Radar,1,DMDS20-WB EN
DMDS29 - I-80/35 EB Off Ramp @ H,41607533,-93776591,Microwave Radar,1,DMDS29-EB EX
BNDS01 - US 30 EB @ MM 135.5,42034597,-93850211,Microwave Radar,1,BNDS01-EB LL
BNDS01 - US 30 EB @ MM 135.5,42034597,-93850211,Microwave Radar,2,BNDS01-EB RL
BNDS02 - US 30 EB @ IA 17,42034614,-93815563,Microwave Radar,2,BNDS02-EB RL
BNDS02 - US 30 EB @ IA 17,42034614,-93815563,Microwave Radar,1,BNDS02-EB LL
BNDS03 - US 30 EB @ MM 138.6,42027880,-93793788,Microwave Radar,2,BNDS03-EB RL
BNDS03 - US 30 EB @ MM 138.6,42027880,-93793788,Microwave Radar,1,BNDS03-EB LL
BNDS04 - US 30 EB @ U Ave,42023150,-93777013,Microwave Radar,2,BNDS04-EB RL
BNDS04 - US 30 EB @ U Ave,42023150,-93777013,Microwave Radar,1,BNDS04-EB LL
AMDS 13 - US 30 EB @ IA 930 Off ,42022790,-93732115,Microwave Radar,1,AMDS13-EB LL
AMDS 13 - US 30 EB @ IA 930 Off ,42022790,-93732115,Microwave Radar,2,AMDS13-EB RL
AMDS14 - US 30 EB @ 500th Ave,42014646,-93698831,Microwave Radar,1,AMDS14-EB LL
AMDS14 - US 30 EB @ 500th Ave,42014646,-93698831,Microwave Radar,2,AMDS14-EB RL
AMDS15 - US 30 EB @ S Dakota Ave,42008431,-93679085,Microwave Radar,2,AMDS15-EB RL
AMDS15 - US 30 EB @ S Dakota Ave,42008431,-93679085,Microwave Radar,1,AMDS15-EB LL
AMDS16 - US 30 EB @ 520th St,42006979,-93659093,Microwave Radar,1,AMDS16-EB LL
AMDS16 - US 30 EB @ 520th St,42006979,-93659093,Microwave Radar,2,AMDS16-EB RL
AMDS17 - US 30 EB @ University B,42002986,-93644622,Microwave Radar,2,AMDS17-EB RL
AMDS17 - US 30 EB @ University B,42002986,-93644622,Microwave Radar,1,AMDS17-EB LL
AMDS18 - US 30 EB @ University B,42003370,-93633930,Microwave Radar,1,AMDS18-EB LL
AMDS18 - US 30 EB @ University B,42003370,-93633930,Microwave Radar,2,AMDS18-EB-RL
AMDS19 - US 30 EB @ US 69 Off Ra,42004411,-93616161,Microwave Radar,2,AMDS19-EB RL
AMDS19 - US 30 EB @ US 69 Off Ra,42004411,-93616161,Microwave Radar,1,AMDS19-EB LL
AMDS20 - US 30 EB @ US 69 SB On ,42004775,-93610481,Microwave Radar,2,AMDS20-EB RL
AMDS20 - US 30 EB @ US 69 SB On ,42004775,-93610481,Microwave Radar,1,AMDS20-EB LL
AMDS21 - US 30 EB @ US 69 NB On ,42005391,-93605152,Microwave Radar,2,AMDS21-EB RL
AMDS21 - US 30 EB @ US 69 NB On ,42005391,-93605152,Microwave Radar,1,AMDS21-EB LL
AMDS22 - US 30 EB @ S Dayton Ave,42006468,-93586565,Microwave Radar,2,AMDS22-EB RL
AMDS22 - US 30 EB @ S Dayton Ave,42006468,-93586565,Microwave Radar,1,AMDS22-EB LL
AMDS08 - US 30 EB @ I-35 NB Off ,42007613,-93570809,Microwave Radar,1,AMDS08-EB LL
AMDS08 - US 30 EB @ I-35 NB Off ,42007613,-93570809,Microwave Radar,2,AMDS08-EB RL
AMDS23 - US 30 EB @ MM 152,42008335,-93560120,Microwave Radar,2,AMDS23-EB RL
AMDS23 - US 30 EB @ MM 152,42008335,-93560120,Microwave Radar,1,AMDS23-EB LL
NVDS01 - US 30 EB @ 580th Ave,42008705,-93541083,Microwave Radar,2,NVDS01-EB RL
NVDS01 - US 30 EB @ 580th Ave,42008705,-93541083,Microwave Radar,1,NVDS01-EB LL
NVDS02 - US 30 EB @ 600th Ave,42008637,-93501627,Microwave Radar,1,NVDS02-EB LL
NVDS02 - US 30 EB @ 600th Ave,42008637,-93501627,Microwave Radar,2,NVDS02-EB RL
NVDS03 - US 30 EB @ County Rd S1,42006288,-93465313,Microwave Radar,2,NVDS03-EB RL
NVDS03 - US 30 EB @ County Rd S1,42006288,-93465313,Microwave Radar,1,NVDS03-EB LL
NVDS04 - US 30 EB @ S 11th St,42005590,-93444796,Microwave Radar,2,NVDS04-EB RL
NVDS04 - US 30 EB @ S 11th St,42005590,-93444796,Microwave Radar,1,NVDS04-EB LL
NVDS05 - US 30 EB @ S 19th St,42008067,-93434763,Microwave Radar,1,NVDS05-EB LL
NVDS05 - US 30 EB @ S 19th St,42008067,-93434763,Microwave Radar,2,NVDS05-EB RL
NVDS05 - US 30 WB @ S 19th St,42007995,-93435170,Microwave Radar,2,NVDS05-WB RL
NVDS05 - US 30 WB @ S 19th St,42007995,-93435170,Microwave Radar,1,NVDS05-WB LL
NVDS04 - US 30 WB @ S 11th St,42005826,-93444709,Microwave Radar,1,NVDS04-WB LL
NVDS04 - US 30 WB @ S 11th St,42005826,-93444709,Microwave Radar,2,NVDS04-WB RL
NVDS03 - US 30 WB @ County Rd S1,42006442,-93465145,Microwave Radar,1,NVDS03-WB LL
NVDS03 - US 30 WB @ County Rd S1,42006442,-93465145,Microwave Radar,2,NVDS03-WB RL
NVDS02 - US 30 WB @ 600th Ave,42008843,-93501625,Microwave Radar,1,NVDS02-WB LL
NVDS02 - US 30 WB @ 600th Ave,42008843,-93501625,Microwave Radar,2,NVDS02-WB RL
NVDS01 - US 30 WB @ 580th Ave,42008925,-93540971,Microwave Radar,1,NVDS01-WB LL
NVDS01 - US 30 WB @ 580th Ave,42008925,-93540971,Microwave Radar,2,NVDS01-WB RL
AMDS23 - US 30 WB @ MM 152,42008507,-93560337,Microwave Radar,1,AMDS23-WB LL
AMDS23 - US 30 WB @ MM 152,42008507,-93560337,Microwave Radar,2,AMDS23-WB RL
AMDS08 - US 30 WB @ I-35 NB On R,42007778,-93570811,Microwave Radar,2,AMDS08-WB RL
AMDS08 - US 30 WB @ I-35 NB On R,42007778,-93570811,Microwave Radar,1,AMDS08-WB LL
AMDS22 - US 30 WB @ S Dayton Ave,42006667,-93586626,Microwave Radar,1,AMDS22-WB LL
AMDS22 - US 30 WB @ S Dayton Ave,42006667,-93586626,Microwave Radar,2,AMDS22-WB RL
AMDS21 - US 30 WB @ US 69 Off Ra,42005397,-93605105,Microwave Radar,2,AMDS21-WB RL
AMDS21 - US 30 WB @ US 69 Off Ra,42005397,-93605105,Microwave Radar,1,AMDS21-WB LL
AMDS20 - US 30 WB @ US 69,42004996,-93610487,Microwave Radar,1,AMDS20-WB LL
AMDS20 - US 30 WB @ US 69,42004996,-93610487,Microwave Radar,2,AMDS20-WB RL
AMDS19 - US 30 WB @ US 69 On Ram,42004604,-93616166,Microwave Radar,1,AMDS19-WB LL
AMDS19 - US 30 WB @ US 69 On Ram,42004604,-93616166,Microwave Radar,2,AMDS19-WB RL
AMDS18 - US 30 WB @ University B,42003348,-93633926,Microwave Radar,2,AMDS18-WB RL
AMDS18 - US 30 WB @ University B,42003348,-93633926,Microwave Radar,1,AMDS18-WB LL
AMDS17 - US 30 WB @ University B,42003133,-93644505,Microwave Radar,1,AMDS17-WB LL
AMDS17 - US 30 WB @ University B,42003133,-93644505,Microwave Radar,2,AMDS17-WB RL
AMDS16 - US 30 WB @ 520th St,42007305,-93659047,Microwave Radar,2,AMDS16-WB RL
AMDS16 - US 30 WB @ 520th St,42007305,-93659047,Microwave Radar,1,AMDS16-WB LL
AMDS15 - US 30 WB @ S Dakota Ave,42008644,-93679037,Microwave Radar,1,AMDS15-WB LL
AMDS15 - US 30 WB @ S Dakota Ave,42008644,-93679037,Microwave Radar,2,AMDS15-WB RL
AMDS14 - US 30 WB @ 500th Ave,42014598,-93698813,Microwave Radar,2,AMDS14-WB RL
AMDS14 - US 30 WB @ 500th Ave,42014598,-93698813,Microwave Radar,1,AMDS14-WB LL
AMDS13 - US 30 WB @ IA 930 On Ra,42023165,-93732137,Microwave Radar,1,AMDS13-WB LL
AMDS13 - US 30 WB @ IA 930 On Ra,42023165,-93732137,Microwave Radar,2,AMDS13-WB RL
BNDS04 - US 30 WB @ U Ave,42023370,-93776985,Microwave Radar,1,BNDS04-WB LL
BNDS04 - US 30 WB @ U Ave,42023370,-93776985,Microwave Radar,2,BNDS04-WB RL
BNDS03 - US 30 WB @ MM 138.6,42028019,-93793636,Microwave Radar,1,BNDS03-WB LL
BNDS03 - US 30 WB @ MM 138.6,42028019,-93793636,Microwave Radar,2,BNDS03-WB RL
BNDS02 - US 30 WB @ IA 17,42034763,-93815639,Microwave Radar,1,BNDS02-WB LL
BNDS02 - US 30 WB @ IA 17,42034763,-93815639,Microwave Radar,2,BNDS02-WB RL
BNDS01 - US 30 WB @ MM 135.5,42034782,-93850197,Microwave Radar,1,BNDS01-WB LL
BNDS01 - US 30 WB @ MM 135.5,42034782,-93850197,Microwave Radar,2,BNDS01-WB RL
AMDS12 - I-35 SB @ County Rd E29,42078045,-93567084,Microwave Radar,1,AMDS12-SB LL
AMDS12 - I-35 SB @ County Rd E29,42078045,-93567084,Microwave Radar,2,AMDS12-SB RL
AMDS11 - I-35 SB @ E 13th St,42034337,-93570610,Microwave Radar,1,AMDS11-SB LL
AMDS11 - I-35 SB @ E 13th St,42034337,-93570610,Microwave Radar,2,AMDS11-SB RL
AMDS10 - I-35 SB @ E Lincoln Way,42023250,-93571481,Microwave Radar,2,AMDS10-SB RL
AMDS10 - I-35 SB @ E Lincoln Way,42023250,-93571481,Microwave Radar,1,AMDS10-SB LL
AMDS09 - I-35 SB @ US 30 WB On R,42008074,-93571285,Microwave Radar,1,AMDS09-SB LL
AMDS09 - I-35 SB @ US 30 WB On R,42008074,-93571285,Microwave Radar,2,AMDS09-SB RL
AMDS07 - I-35 SB @ US 30 EB Off ,42007261,-93571281,Microwave Radar,2,AMDS07-SB RL
AMDS07 - I-35 SB @ US 30 EB Off ,42007261,-93571281,Microwave Radar,1,AMDS07-SB LL
AMDS06 - I-35 SB @ US 30 EB On R,42003957,-93571211,Microwave Radar,1,AMDS06-SB LL
AMDS06 - I-35 SB @ US 30 EB On R,42003957,-93571211,Microwave Radar,2,AMDS06-SB RL
AMDS05 - I-35 SB @ County Rd E57,41979322,-93570723,Microwave Radar,1,AMDS05-SB LL
AMDS05 - I-35 SB @ County Rd E57,41979322,-93570723,Microwave Radar,2,AMDS05-SB RL
AMDS04 - I-35 SB @ MM 107.8,41949531,-93569873,Microwave Radar,1,AMDS04-SB LL
AMDS04 - I-35 SB @ MM 107.8,41949531,-93569873,Microwave Radar,2,AMDS04-SB RL
AMDS03 - I-35 SB @ MM 105.7,41919244,-93570325,Microwave Radar,1,AMDS03-SB LL
AMDS03 - I-35 SB @ MM 105.7,41919244,-93570325,Microwave Radar,2,AMDS03-SB RL
AMDS02 - I-35 SB @ Heart of Iowa,41893736,-93571220,Microwave Radar,1,AMDS02-SB LL
AMDS02 - I-35 SB @ Heart of Iowa,41893736,-93571220,Microwave Radar,2,AMDS02-SB RL
AMDS01 - I-35 SB @ IA 210,41877695,-93571334,Microwave Radar,2,AMDS01-SB RL
AMDS01 - I-35 SB @ IA 210,41877695,-93571334,Microwave Radar,1,AMDS01-SB LL
DMDS85 - I-35 SB @ NE 158th Ave,41849691,-93571214,Microwave Radar,1,DMDS85-SB LL
DMDS85 - I-35 SB @ NE 158th Ave,41849691,-93571214,Microwave Radar,2,DMDS85-SB RL
DMDS84 - I-35 SB @ NE 142nd Ave,41820534,-93570991,Microwave Radar,1,DMDS84-SB LL
DMDS84 - I-35 SB @ NE 142nd Ave,41820534,-93570991,Microwave Radar,2,DMDS84-SB RL
DMDS83 - I-35 SB @ NE 126th Ave,41791235,-93570544,Microwave Radar,2,DMDS83-SB RL
DMDS83 - I-35 SB @ NE 126th Ave,41791235,-93570544,Microwave Radar,1,DMDS83-SB LL
DMDS82 - I-35 SB @ NE 36th St,41761190,-93569449,Microwave Radar,1,DMDS82-SB LL
DMDS82 - I-35 SB @ NE 36th St,41761190,-93569449,Microwave Radar,2,DMDS82-SB RL
DMDS81 - I-35 SB @ MM 94,41750600,-93573795,Microwave Radar,1,DMDS81-SB LL
DMDS81 - I-35 SB @ MM 94,41750600,-93573795,Microwave Radar,2,DMDS81-SB RL
DMDS81 - I-35 NB @ MM 94,41750574,-93573505,Microwave Radar,1,DMDS81-NB LL
DMDS81 - I-35 NB @ MM 94,41750574,-93573505,Microwave Radar,2,DMDS81-NB RL
DMDS82 - I-35 NB @ NE 36th St,41761241,-93569112,Microwave Radar,2,DMDS82-NB RL
DMDS82 - I-35 NB @ NE 36th St,41761241,-93569112,Microwave Radar,1,DMDS82-NB LL
DMDS83 - I-35 NB @ NE 126th Ave,41791254,-93570257,Microwave Radar,1,DMDS83-NB LL
DMDS83 - I-35 NB @ NE 126th Ave,41791254,-93570257,Microwave Radar,2,DMDS83-NB RL
DMDS84 - I-35 NB @ NE 142nd Ave,41820534,-93570718,Microwave Radar,2,DMDS84-NB RL
DMDS84 - I-35 NB @ NE 142nd Ave,41820534,-93570718,Microwave Radar,1,DMDS84-NB LL
DMDS85 - I-35 NB @ NE 158th Ave,41849689,-93570935,Microwave Radar,2,DMDS85-NB RL
DMDS85 - I-35 NB @ NE 158th Ave,41849689,-93570935,Microwave Radar,1,DMDS85-NB LL
AMDS01 - I-35 NB @ IA 210,41877697,-93571049,Microwave Radar,1,AMDS01-NB LL
AMDS01 - I-35 NB @ IA 210,41877697,-93571049,Microwave Radar,2,AMDS01-NB RL
AMDS02 - I-35 NB @ Heart of Iowa,41893732,-93570946,Microwave Radar,1,AMDS02-NB LL
AMDS02 - I-35 NB @ Heart of Iowa,41893732,-93570946,Microwave Radar,2,AMDS02-NB RL
AMDS03 - I-35 NB @ MM 105.7,41919277,-93570074,Microwave Radar,2,AMDS03-NB RL
AMDS03 - I-35 NB @ MM 105.7,41919277,-93570074,Microwave Radar,1,AMDS03-NB LL
AMDS04 - I-35 NB @ MM 107.8,41949573,-93569597,Microwave Radar,2,AMDS04-NB RL
AMDS04 - I-35 NB @ MM 107.8,41949573,-93569597,Microwave Radar,1,AMDS04-NB LL
AMDS05 - I-35 NB @ County Rd E57,41979355,-93570454,Microwave Radar,1,AMDS05-NB LL
AMDS05 - I-35 NB @ County Rd E57,41979355,-93570454,Microwave Radar,2,AMDS05-NB RL
AMDS06 - I-35 NB @ US 30 EB Off ,42003934,-93570946,Microwave Radar,1,AMDS06-NB LL
AMDS06 - I-35 NB @ US 30 EB Off ,42003934,-93570946,Microwave Radar,2,AMDS06-NB RL
AMDS07 - I-35 NB @ US 30 EB On R,42007312,-93570974,Microwave Radar,1,AMDS07-NB LL
AMDS07 - I-35 NB @ US 30 EB On R,42007312,-93570974,Microwave Radar,2,AMDS07-NB RL
AMDS09 - I-35 NB @ US 30 WB Off ,42008083,-93570977,Microwave Radar,1,AMDS09-NB LL
AMDS09 - I-35 NB @ US 30 WB Off ,42008083,-93570977,Microwave Radar,2,AMDS09-NB RL
AMDS10 - I-35 NB @ E Lincoln Way,42023259,-93571193,Microwave Radar,1,AMDS10-NB LL
AMDS10 - I-35 NB @ E Lincoln Way,42023259,-93571193,Microwave Radar,2,AMDS10-NB RL
AMDS11 - I-35 NB @ E 13th St,42034307,-93570337,Microwave Radar,2,AMDS11-NB RL
AMDS11 - I-35 NB @ E 13th St,42034307,-93570337,Microwave Radar,1,AMDS11-NB LL
AMDS12 - I-35 NB @ County Rd E29,42078054,-93566808,Microwave Radar,2,AMDS12-NB RL
AMDS12 - I-35 NB @ County Rd E29,42078054,-93566808,Microwave Radar,1,AMDS12-NB LL
AMDS13 - US 30 EB Off Ramp @ IA ,42022732,-93732128,Microwave Radar,1,AMDS13-EB EX
AMDS15 - US 30 EB On Ramp @ S Da,42008356,-93679101,Microwave Radar,1,AMDS15-EB EN
AMDS17 - US 30 EB Off Ramp @ Uni,42002946,-93644639,Microwave Radar,1,AMDS17-EB EX
NVDS05 - US 30 EB Off Ramp @ S 1,42008132,-93434775,Microwave Radar,1,NVDS05-EB EX
AMDS21 - US 30 WB Off Ramp @ US ,42005503,-93605137,Microwave Radar,1,AMDS21-WB EX
AMDS17 - US 30 WB On Ramp @ Univ,42002948,-93644641,Microwave Radar,1,AMDS17-WB EN
AMDS08 - US 30 EB Off Ramp @ I-3,42007557,-93570824,Microwave Radar,1,AMDS08-EB EX
AMDS06 - I-35 SB On Ramp @ US 30,42003961,-93571490,Microwave Radar,1,AMDS06-SB EN
AMDS06 - I-35 NB Off Ramp @ US 3,42003931,-93570821,Microwave Radar,1,AMDS06-NB EX
NVDS05 - US 30 WB On Ramp @ S 19,42008177,-93435170,Microwave Radar,1,NVDS05-WB EN
AMDS24 - I-35 NB Off Ramp @ US 3,42008960,-93569555,Microwave Radar,1,AMDS24-NB EX
AMDS24 - I-35 NB On Ramp @ US 30,42009310,-93569138,Microwave Radar,1,AMDS24-NB EN
PEEK TEST,,,Inductive Loop,1,ADR2340-NB
PEEK TEST,,,Inductive Loop,1,ADR2340-SB
